SourceID,TargetID,RelationshipType,TransactionAmount,TransactionDate,TransactionDescription,SourceName,SourceType,SourceSector,SourceOrganization
631,2087,Bribery,,10/26/2015,Fraud in Construction sector,Person 631,Manager,Healthcare,Organization 501
4355,2752,Embezzlement,,10/2/2020,Embezzlement in Government sector,Person 4355,CEO,Healthcare,Organization 224
2490,3584,Fraud,,6/7/2016,Fraud in Construction sector,Person 2490,CEO,Healthcare,Organization 822
4654,108,Fraud,23980,6/13/2019,Fraud in Construction sector,Person 4654,Clerk,Finance,Organization 360
1540,4840,Fraud,7954,11/18/2017,Bribery in Healthcare sector,Person 1540,CEO,Finance,Organization 218
1333,128,Fraud,17111,9/20/2015,Embezzlement in Finance sector,Person 1333,CEO,Healthcare,Organization 288
2593,2339,Nepotism,79740,7/27/2017,Embezzlement in Finance sector,Person 2593,CEO,Construction,Organization 321
3747,2016,Embezzlement,48446,5/22/2018,Bribery in Government sector,Person 3747,Official,Construction,Organization 133
645,709,Embezzlement,,11/25/2010,Fraud in Construction sector,Person 645,Official,Healthcare,Organization 494
3566,4455,Fraud,61528,9/26/2017,Fraud in Healthcare sector,Person 3566,Manager,Government,Organization 572
4689,743,Bribery,,11/3/2017,Embezzlement in Healthcare sector,Person 4689,Clerk,Healthcare,Organization 431
1130,2186,Bribery,78371,1/7/2011,Embezzlement in Government sector,Person 1130,Clerk,Healthcare,Organization 982
3259,3319,Bribery,,9/28/2017,Bribery in Construction sector,Person 3259,CEO,Finance,Organization 113
1645,3043,Nepotism,,11/13/2012,Bribery in Finance sector,Person 1645,Clerk,Construction,Organization 208
225,3060,Embezzlement,21511,1/23/2012,Nepotism in Healthcare sector,Person 225,Official,Healthcare,Organization 587
1557,2140,Nepotism,92048,12/2/2018,Nepotism in Finance sector,Person 1557,CEO,Finance,Organization 173
3166,3629,Fraud,96167,8/22/2017,Embezzlement in Healthcare sector,Person 3166,Manager,Government,Organization 189
556,1023,Nepotism,82727,8/9/2010,Fraud in Construction sector,Person 556,Clerk,Healthcare,Organization 109
4326,4384,Nepotism,,6/1/2019,Nepotism in Government sector,Person 4326,CEO,Healthcare,Organization 522
1047,1455,Nepotism,18402,8/1/2020,Fraud in Finance sector,Person 1047,Manager,Finance,Organization 171
3604,1004,Embezzlement,14421,3/28/2010,Bribery in Finance sector,Person 3604,Official,Construction,Organization 372
214,2531,Embezzlement,,10/7/2014,Bribery in Government sector,Person 214,Manager,Finance,Organization 648
3687,3320,Bribery,,11/28/2019,Fraud in Finance sector,Person 3687,Manager,Healthcare,Organization 242
4887,704,Bribery,,4/18/2012,Fraud in Construction sector,Person 4887,Official,Healthcare,Organization 859
4502,2745,Bribery,,1/16/2014,Bribery in Finance sector,Person 4502,CEO,Construction,Organization 9
2890,4376,Bribery,86198,1/3/2020,Fraud in Finance sector,Person 2890,Official,Finance,Organization 764
162,4715,Nepotism,49374,12/2/2020,Bribery in Government sector,Person 162,Manager,Construction,Organization 164
1523,292,Bribery,44631,12/19/2015,Fraud in Government sector,Person 1523,Clerk,Healthcare,Organization 952
4172,394,Fraud,,11/7/2020,Fraud in Government sector,Person 4172,CEO,Construction,Organization 43
2902,1580,Bribery,,11/18/2016,Embezzlement in Healthcare sector,Person 2902,Official,Healthcare,Organization 332
892,4709,Fraud,,7/9/2017,Bribery in Healthcare sector,Person 892,Manager,Finance,Organization 256
445,2466,Nepotism,,6/7/2017,Bribery in Construction sector,Person 445,Official,Healthcare,Organization 148
2206,899,Embezzlement,91967,5/25/2011,Embezzlement in Construction sector,Person 2206,Official,Government,Organization 495
3467,4932,Bribery,95668,6/8/2018,Embezzlement in Finance sector,Person 3467,Clerk,Construction,Organization 314
4729,1114,Embezzlement,,12/12/2012,Bribery in Finance sector,Person 4729,Manager,Government,Organization 770
3229,3769,Embezzlement,54274,1/17/2014,Bribery in Construction sector,Person 3229,Manager,Construction,Organization 572
1187,3030,Fraud,99919,11/8/2013,Nepotism in Healthcare sector,Person 1187,Clerk,Healthcare,Organization 558
1744,1821,Bribery,52951,12/22/2016,Fraud in Healthcare sector,Person 1744,Manager,Healthcare,Organization 710
1656,3417,Nepotism,30841,1/27/2014,Embezzlement in Construction sector,Person 1656,Manager,Construction,Organization 114
760,1244,Embezzlement,81335,10/27/2011,Embezzlement in Government sector,Person 760,Manager,Finance,Organization 464
2480,692,Embezzlement,83668,6/6/2011,Bribery in Construction sector,Person 2480,CEO,Healthcare,Organization 515
1529,1844,Nepotism,26058,5/17/2019,Bribery in Finance sector,Person 1529,Clerk,Healthcare,Organization 482
3283,4770,Embezzlement,,2/9/2019,Nepotism in Government sector,Person 3283,CEO,Construction,Organization 367
1134,1848,Embezzlement,,10/25/2018,Nepotism in Construction sector,Person 1134,Official,Construction,Organization 868
3346,4046,Bribery,40113,1/11/2014,Embezzlement in Government sector,Person 3346,Clerk,Finance,Organization 930
3494,842,Fraud,,2/25/2017,Bribery in Construction sector,Person 3494,Manager,Finance,Organization 867
4512,3436,Fraud,,1/12/2013,Fraud in Healthcare sector,Person 4512,Official,Government,Organization 302
2319,2275,Embezzlement,,9/13/2011,Embezzlement in Construction sector,Person 2319,Manager,Healthcare,Organization 626
3005,2087,Bribery,16966,6/20/2018,Embezzlement in Healthcare sector,Person 3005,Manager,Construction,Organization 985
96,3119,Bribery,,9/21/2015,Fraud in Finance sector,Person 96,Official,Construction,Organization 41
1661,4577,Embezzlement,4865,11/12/2016,Nepotism in Government sector,Person 1661,Official,Government,Organization 994
4084,3793,Embezzlement,,1/20/2010,Fraud in Healthcare sector,Person 4084,Clerk,Healthcare,Organization 198
4820,1241,Embezzlement,,9/21/2018,Bribery in Healthcare sector,Person 4820,CEO,Finance,Organization 242
395,1288,Embezzlement,22337,9/20/2010,Bribery in Government sector,Person 395,Clerk,Government,Organization 853
4127,1926,Nepotism,,9/11/2018,Embezzlement in Finance sector,Person 4127,Official,Finance,Organization 559
2625,1583,Bribery,,11/23/2011,Embezzlement in Government sector,Person 2625,CEO,Government,Organization 690
2579,1765,Embezzlement,,3/21/2010,Bribery in Healthcare sector,Person 2579,Clerk,Construction,Organization 187
3928,530,Embezzlement,65643,1/2/2012,Nepotism in Construction sector,Person 3928,CEO,Healthcare,Organization 104
1921,4889,Fraud,26636,8/13/2018,Nepotism in Healthcare sector,Person 1921,Manager,Healthcare,Organization 270
3484,627,Bribery,,3/6/2015,Nepotism in Healthcare sector,Person 3484,CEO,Finance,Organization 720
1468,2867,Fraud,,9/4/2016,Bribery in Construction sector,Person 1468,Manager,Government,Organization 886
1914,3279,Embezzlement,14197,11/9/2013,Fraud in Government sector,Person 1914,Official,Healthcare,Organization 318
2718,1945,Nepotism,,9/13/2014,Bribery in Healthcare sector,Person 2718,Manager,Government,Organization 345
2575,2468,Embezzlement,10380,7/24/2011,Fraud in Construction sector,Person 2575,Official,Construction,Organization 680
1907,1716,Fraud,45384,12/25/2012,Embezzlement in Government sector,Person 1907,Clerk,Construction,Organization 653
2113,3722,Fraud,,12/23/2016,Fraud in Healthcare sector,Person 2113,Manager,Government,Organization 881
3840,387,Fraud,,11/7/2020,Embezzlement in Construction sector,Person 3840,Manager,Government,Organization 433
1304,2360,Fraud,9532,2/12/2011,Nepotism in Finance sector,Person 1304,Clerk,Finance,Organization 691
2896,3935,Bribery,,5/7/2012,Embezzlement in Finance sector,Person 2896,Manager,Finance,Organization 428
2231,4275,Bribery,,2/26/2019,Fraud in Finance sector,Person 2231,Manager,Construction,Organization 486
3215,4144,Fraud,,3/10/2017,Nepotism in Government sector,Person 3215,Manager,Government,Organization 917
2601,2645,Bribery,,2/14/2019,Bribery in Construction sector,Person 2601,Clerk,Finance,Organization 950
406,378,Fraud,18242,11/14/2014,Bribery in Government sector,Person 406,Official,Finance,Organization 236
1546,89,Embezzlement,,6/12/2010,Fraud in Healthcare sector,Person 1546,CEO,Finance,Organization 820
713,144,Embezzlement,,2/9/2018,Embezzlement in Finance sector,Person 713,CEO,Construction,Organization 92
2993,3707,Fraud,38746,11/2/2013,Nepotism in Construction sector,Person 2993,Manager,Government,Organization 84
1554,3918,Embezzlement,,3/6/2018,Bribery in Healthcare sector,Person 1554,Manager,Construction,Organization 973
1540,678,Embezzlement,41400,5/5/2018,Embezzlement in Government sector,Person 1540,CEO,Finance,Organization 218
3474,41,Bribery,77533,10/13/2012,Nepotism in Construction sector,Person 3474,Official,Construction,Organization 64
338,914,Embezzlement,,9/24/2020,Nepotism in Government sector,Person 338,Clerk,Government,Organization 892
2417,3484,Nepotism,,12/16/2018,Embezzlement in Healthcare sector,Person 2417,Clerk,Government,Organization 449
1908,1209,Fraud,,4/19/2010,Nepotism in Finance sector,Person 1908,Manager,Government,Organization 19
4511,3122,Bribery,,5/14/2020,Embezzlement in Healthcare sector,Person 4511,Manager,Finance,Organization 445
3261,1079,Nepotism,69922,12/1/2011,Embezzlement in Healthcare sector,Person 3261,CEO,Government,Organization 159
3864,581,Embezzlement,88925,12/14/2016,Bribery in Finance sector,Person 3864,Manager,Healthcare,Organization 884
288,289,Bribery,,8/15/2010,Nepotism in Government sector,Person 288,Manager,Healthcare,Organization 802
4414,3445,Embezzlement,86444,4/27/2015,Bribery in Construction sector,Person 4414,Official,Healthcare,Organization 634
4318,4350,Bribery,68763,10/9/2010,Fraud in Healthcare sector,Person 4318,Official,Government,Organization 74
829,1800,Nepotism,,6/16/2016,Fraud in Construction sector,Person 829,CEO,Finance,Organization 235
2648,1948,Fraud,,9/7/2012,Nepotism in Construction sector,Person 2648,Official,Healthcare,Organization 642
948,3076,Embezzlement,,2/20/2020,Fraud in Government sector,Person 948,Official,Government,Organization 459
4133,1891,Bribery,,1/13/2011,Nepotism in Government sector,Person 4133,Clerk,Government,Organization 124
4023,194,Nepotism,92013,6/10/2019,Nepotism in Finance sector,Person 4023,Official,Government,Organization 112
4156,4563,Bribery,,1/6/2016,Fraud in Construction sector,Person 4156,Clerk,Government,Organization 345
2928,3964,Embezzlement,56214,2/14/2017,Nepotism in Healthcare sector,Person 2928,Manager,Government,Organization 877
3372,1235,Embezzlement,40831,3/26/2020,Bribery in Healthcare sector,Person 3372,Official,Construction,Organization 597
776,4571,Embezzlement,56115,2/19/2017,Fraud in Construction sector,Person 776,Clerk,Construction,Organization 89
3805,1688,Fraud,92217,11/17/2011,Embezzlement in Government sector,Person 3805,Manager,Healthcare,Organization 371
2170,3588,Nepotism,59855,1/26/2015,Embezzlement in Government sector,Person 2170,Official,Government,Organization 766
3867,4686,Fraud,,12/11/2020,Embezzlement in Government sector,Person 3867,Clerk,Healthcare,Organization 4
3944,2517,Nepotism,4624,4/13/2015,Embezzlement in Finance sector,Person 3944,CEO,Government,Organization 110
3448,3098,Nepotism,,1/4/2011,Fraud in Construction sector,Person 3448,CEO,Government,Organization 650
853,1559,Bribery,,6/28/2010,Nepotism in Healthcare sector,Person 853,CEO,Construction,Organization 14
1741,1922,Embezzlement,,11/28/2020,Fraud in Construction sector,Person 1741,Manager,Finance,Organization 104
1915,2847,Bribery,,8/14/2017,Nepotism in Healthcare sector,Person 1915,Official,Finance,Organization 78
4191,3657,Bribery,64646,6/28/2019,Nepotism in Government sector,Person 4191,Official,Healthcare,Organization 456
2668,4351,Embezzlement,21938,1/3/2018,Embezzlement in Finance sector,Person 2668,Official,Construction,Organization 113
2931,1647,Nepotism,,8/4/2015,Embezzlement in Healthcare sector,Person 2931,Clerk,Government,Organization 132
3785,254,Fraud,,6/5/2016,Embezzlement in Construction sector,Person 3785,Official,Construction,Organization 949
4465,3798,Nepotism,,12/21/2012,Nepotism in Healthcare sector,Person 4465,Manager,Government,Organization 395
2645,2815,Nepotism,99334,6/14/2014,Nepotism in Government sector,Person 2645,Official,Finance,Organization 326
1492,3920,Embezzlement,,2/9/2017,Nepotism in Finance sector,Person 1492,Manager,Finance,Organization 930
1638,4948,Fraud,,4/5/2018,Embezzlement in Government sector,Person 1638,Manager,Construction,Organization 32
1061,3451,Embezzlement,18026,1/23/2012,Embezzlement in Construction sector,Person 1061,CEO,Finance,Organization 314
4065,2150,Bribery,,8/23/2015,Fraud in Healthcare sector,Person 4065,Manager,Healthcare,Organization 343
213,345,Nepotism,,3/6/2012,Fraud in Government sector,Person 213,Clerk,Finance,Organization 227
4845,2336,Embezzlement,44980,3/25/2011,Nepotism in Construction sector,Person 4845,Manager,Healthcare,Organization 22
1852,4709,Fraud,,6/14/2010,Nepotism in Healthcare sector,Person 1852,Clerk,Government,Organization 604
2155,2362,Nepotism,99407,9/6/2012,Fraud in Healthcare sector,Person 2155,Official,Construction,Organization 326
1423,1256,Embezzlement,,9/4/2013,Fraud in Finance sector,Person 1423,Official,Finance,Organization 901
4788,2199,Fraud,12855,1/14/2015,Bribery in Healthcare sector,Person 4788,Manager,Construction,Organization 939
2853,3587,Bribery,3804,12/16/2016,Fraud in Healthcare sector,Person 2853,CEO,Government,Organization 403
2656,2519,Fraud,4584,3/2/2018,Fraud in Construction sector,Person 2656,CEO,Healthcare,Organization 210
1923,3179,Fraud,42647,4/3/2015,Nepotism in Construction sector,Person 1923,Official,Government,Organization 298
1774,832,Bribery,31966,3/4/2019,Embezzlement in Finance sector,Person 1774,CEO,Healthcare,Organization 445
1093,4121,Fraud,,10/3/2019,Nepotism in Government sector,Person 1093,Manager,Finance,Organization 185
1111,1516,Bribery,,11/8/2014,Bribery in Construction sector,Person 1111,Manager,Finance,Organization 88
1481,3831,Embezzlement,,7/18/2011,Fraud in Construction sector,Person 1481,CEO,Healthcare,Organization 589
1793,4808,Fraud,,7/7/2010,Bribery in Finance sector,Person 1793,Clerk,Healthcare,Organization 756
4885,4923,Fraud,,6/3/2019,Bribery in Finance sector,Person 4885,Official,Healthcare,Organization 794
1206,714,Nepotism,,6/14/2018,Fraud in Government sector,Person 1206,Clerk,Government,Organization 878
2781,1859,Bribery,28983,2/2/2013,Embezzlement in Healthcare sector,Person 2781,Official,Government,Organization 301
490,1642,Bribery,33889,11/20/2012,Fraud in Healthcare sector,Person 490,Clerk,Finance,Organization 375
4502,2774,Embezzlement,64143,11/3/2018,Bribery in Finance sector,Person 4502,CEO,Construction,Organization 9
3522,1078,Fraud,,11/15/2014,Fraud in Government sector,Person 3522,Manager,Construction,Organization 728
2194,3660,Nepotism,,11/10/2013,Fraud in Finance sector,Person 2194,Manager,Construction,Organization 311
2602,3905,Fraud,1934,7/23/2018,Embezzlement in Construction sector,Person 2602,Clerk,Construction,Organization 615
4002,164,Fraud,23702,2/14/2019,Embezzlement in Healthcare sector,Person 4002,Manager,Healthcare,Organization 988
1793,3168,Fraud,76761,4/17/2014,Nepotism in Finance sector,Person 1793,Clerk,Healthcare,Organization 756
3192,1983,Nepotism,37197,6/23/2012,Nepotism in Construction sector,Person 3192,Clerk,Finance,Organization 736
1699,1207,Nepotism,,1/12/2013,Nepotism in Government sector,Person 1699,Manager,Healthcare,Organization 398
4782,389,Nepotism,,11/1/2011,Bribery in Healthcare sector,Person 4782,Manager,Construction,Organization 970
1815,2698,Embezzlement,,4/15/2012,Fraud in Finance sector,Person 1815,CEO,Government,Organization 762
1542,697,Fraud,55191,7/4/2017,Nepotism in Finance sector,Person 1542,Manager,Finance,Organization 896
1410,2910,Fraud,,7/2/2019,Embezzlement in Finance sector,Person 1410,CEO,Finance,Organization 335
752,1686,Fraud,,4/18/2013,Bribery in Government sector,Person 752,Manager,Healthcare,Organization 781
624,684,Bribery,,3/16/2015,Fraud in Finance sector,Person 624,Manager,Finance,Organization 899
4251,920,Nepotism,,8/21/2018,Bribery in Government sector,Person 4251,CEO,Construction,Organization 548
1535,915,Nepotism,,8/6/2014,Nepotism in Healthcare sector,Person 1535,Manager,Finance,Organization 127
272,4319,Nepotism,80329,6/28/2018,Embezzlement in Healthcare sector,Person 272,Clerk,Construction,Organization 848
2994,3570,Nepotism,69839,8/6/2020,Bribery in Finance sector,Person 2994,Official,Healthcare,Organization 990
34,4565,Nepotism,,5/8/2019,Nepotism in Finance sector,Person 34,Manager,Healthcare,Organization 502
1600,527,Embezzlement,,3/17/2018,Bribery in Healthcare sector,Person 1600,Official,Government,Organization 471
1817,1931,Nepotism,,12/2/2011,Bribery in Healthcare sector,Person 1817,Manager,Finance,Organization 379
4308,3579,Bribery,,6/15/2015,Embezzlement in Finance sector,Person 4308,Manager,Finance,Organization 669
3750,4291,Fraud,37581,2/27/2018,Bribery in Finance sector,Person 3750,Manager,Healthcare,Organization 901
3773,1206,Bribery,42587,11/25/2015,Fraud in Finance sector,Person 3773,Official,Healthcare,Organization 673
2597,2226,Bribery,,4/19/2015,Nepotism in Healthcare sector,Person 2597,Clerk,Finance,Organization 615
219,3363,Nepotism,,10/18/2014,Fraud in Healthcare sector,Person 219,CEO,Healthcare,Organization 891
1794,836,Nepotism,19250,12/26/2014,Bribery in Construction sector,Person 1794,CEO,Finance,Organization 626
1101,419,Bribery,,6/15/2013,Fraud in Finance sector,Person 1101,CEO,Construction,Organization 414
4887,3776,Fraud,,3/11/2010,Embezzlement in Healthcare sector,Person 4887,Official,Healthcare,Organization 859
4362,1733,Bribery,,3/21/2010,Nepotism in Construction sector,Person 4362,CEO,Government,Organization 131
558,4734,Bribery,,4/16/2015,Embezzlement in Finance sector,Person 558,CEO,Healthcare,Organization 891
4372,2225,Embezzlement,,3/13/2018,Fraud in Finance sector,Person 4372,Clerk,Government,Organization 613
2794,2358,Embezzlement,43272,4/19/2017,Embezzlement in Finance sector,Person 2794,Official,Government,Organization 633
3317,1139,Nepotism,,8/4/2017,Nepotism in Construction sector,Person 3317,Official,Healthcare,Organization 780
2038,2021,Embezzlement,,2/28/2020,Embezzlement in Healthcare sector,Person 2038,Official,Finance,Organization 215
2303,3319,Embezzlement,36630,5/19/2016,Nepotism in Government sector,Person 2303,Official,Construction,Organization 758
1647,4477,Bribery,55513,12/17/2020,Bribery in Healthcare sector,Person 1647,Official,Healthcare,Organization 26
3229,1892,Fraud,44485,8/11/2014,Bribery in Finance sector,Person 3229,Manager,Construction,Organization 572
3984,3559,Nepotism,,5/22/2018,Bribery in Construction sector,Person 3984,Clerk,Government,Organization 888
2684,2085,Embezzlement,74509,8/23/2018,Embezzlement in Finance sector,Person 2684,Manager,Finance,Organization 312
4139,2360,Nepotism,59961,9/9/2010,Fraud in Healthcare sector,Person 4139,Official,Healthcare,Organization 514
4136,2807,Embezzlement,,11/16/2017,Fraud in Finance sector,Person 4136,CEO,Construction,Organization 41
1954,1486,Bribery,7863,3/21/2014,Bribery in Finance sector,Person 1954,Manager,Healthcare,Organization 746
2602,1963,Embezzlement,44184,1/25/2013,Fraud in Construction sector,Person 2602,Clerk,Construction,Organization 615
861,2985,Bribery,97140,3/10/2010,Embezzlement in Government sector,Person 861,Clerk,Healthcare,Organization 464
1411,2856,Nepotism,,9/4/2019,Embezzlement in Finance sector,Person 1411,CEO,Construction,Organization 472
2453,4142,Bribery,,1/2/2017,Embezzlement in Healthcare sector,Person 2453,CEO,Construction,Organization 408
869,1460,Bribery,26484,5/7/2018,Fraud in Healthcare sector,Person 869,Clerk,Healthcare,Organization 691
3375,859,Fraud,94316,12/11/2018,Bribery in Government sector,Person 3375,Clerk,Government,Organization 146
4109,1730,Nepotism,92888,7/2/2013,Bribery in Healthcare sector,Person 4109,Manager,Finance,Organization 567
902,2730,Fraud,49497,11/4/2016,Bribery in Finance sector,Person 902,Manager,Finance,Organization 579
2331,2111,Fraud,,3/12/2016,Fraud in Healthcare sector,Person 2331,Clerk,Government,Organization 480
1033,3854,Embezzlement,,7/26/2020,Fraud in Finance sector,Person 1033,CEO,Construction,Organization 805
4050,3708,Fraud,,4/3/2017,Embezzlement in Government sector,Person 4050,Clerk,Construction,Organization 144
3584,3997,Nepotism,,2/27/2020,Nepotism in Construction sector,Person 3584,CEO,Healthcare,Organization 658
3282,1494,Bribery,70161,6/4/2016,Nepotism in Government sector,Person 3282,Official,Construction,Organization 280
781,3593,Fraud,64907,10/24/2020,Nepotism in Finance sector,Person 781,Clerk,Government,Organization 570
3774,3552,Nepotism,,5/20/2014,Bribery in Finance sector,Person 3774,CEO,Finance,Organization 57
1101,2511,Embezzlement,16449,6/18/2018,Embezzlement in Construction sector,Person 1101,CEO,Construction,Organization 414
1419,2012,Bribery,56103,6/10/2014,Bribery in Healthcare sector,Person 1419,Official,Government,Organization 168
2120,2527,Embezzlement,9885,8/22/2019,Embezzlement in Healthcare sector,Person 2120,CEO,Construction,Organization 752
3846,2613,Fraud,92310,1/18/2012,Embezzlement in Healthcare sector,Person 3846,Manager,Construction,Organization 725
4631,214,Embezzlement,87875,8/25/2018,Embezzlement in Finance sector,Person 4631,Clerk,Construction,Organization 967
3004,4775,Bribery,77687,5/10/2011,Fraud in Finance sector,Person 3004,Clerk,Finance,Organization 368
65,3669,Fraud,,8/24/2017,Fraud in Finance sector,Person 65,Manager,Government,Organization 797
1480,734,Embezzlement,,7/16/2017,Fraud in Government sector,Person 1480,Official,Government,Organization 474
2601,1719,Embezzlement,88195,9/18/2013,Embezzlement in Construction sector,Person 2601,Clerk,Finance,Organization 950
2698,2919,Nepotism,,6/19/2020,Embezzlement in Construction sector,Person 2698,Manager,Finance,Organization 955
2946,3056,Nepotism,64286,7/10/2019,Bribery in Finance sector,Person 2946,Official,Healthcare,Organization 853
48,4516,Embezzlement,68195,12/7/2011,Fraud in Government sector,Person 48,Manager,Finance,Organization 916
3147,1731,Fraud,38409,11/4/2015,Nepotism in Healthcare sector,Person 3147,Official,Government,Organization 202
1308,1091,Fraud,86387,10/11/2018,Bribery in Government sector,Person 1308,CEO,Finance,Organization 830
3466,3908,Embezzlement,,5/6/2017,Embezzlement in Finance sector,Person 3466,CEO,Healthcare,Organization 950
3482,1814,Fraud,,12/14/2013,Embezzlement in Construction sector,Person 3482,Manager,Government,Organization 884
768,4064,Fraud,42617,4/3/2014,Fraud in Construction sector,Person 768,CEO,Government,Organization 576
3467,2177,Fraud,1703,4/3/2013,Nepotism in Government sector,Person 3467,Clerk,Construction,Organization 314
4524,3344,Nepotism,70381,3/6/2018,Bribery in Construction sector,Person 4524,Manager,Healthcare,Organization 698
3180,1532,Embezzlement,,10/22/2016,Bribery in Finance sector,Person 3180,Official,Construction,Organization 94
4666,608,Fraud,,2/14/2019,Nepotism in Construction sector,Person 4666,Manager,Healthcare,Organization 785
1479,353,Embezzlement,56826,6/6/2019,Nepotism in Healthcare sector,Person 1479,Official,Construction,Organization 332
2958,2865,Bribery,94477,3/24/2013,Nepotism in Construction sector,Person 2958,Clerk,Construction,Organization 8
519,1127,Nepotism,,3/16/2014,Fraud in Finance sector,Person 519,Clerk,Healthcare,Organization 392
414,4515,Bribery,,6/15/2015,Embezzlement in Government sector,Person 414,Official,Finance,Organization 497
1636,4619,Fraud,36694,1/10/2016,Bribery in Healthcare sector,Person 1636,Official,Finance,Organization 454
4340,2224,Embezzlement,66388,1/12/2013,Nepotism in Government sector,Person 4340,Clerk,Finance,Organization 500
2713,4052,Fraud,81947,9/28/2020,Fraud in Healthcare sector,Person 2713,CEO,Government,Organization 593
3252,4210,Bribery,14278,7/27/2010,Embezzlement in Government sector,Person 3252,Manager,Government,Organization 470
4051,1797,Embezzlement,,12/10/2011,Fraud in Construction sector,Person 4051,CEO,Government,Organization 362
694,2535,Fraud,,2/14/2013,Fraud in Construction sector,Person 694,CEO,Construction,Organization 907
2555,3791,Nepotism,54956,2/8/2011,Embezzlement in Construction sector,Person 2555,Manager,Finance,Organization 852
1017,1304,Nepotism,38078,9/18/2017,Fraud in Construction sector,Person 1017,CEO,Government,Organization 350
538,2417,Nepotism,,6/19/2010,Embezzlement in Government sector,Person 538,Manager,Government,Organization 782
3743,2875,Bribery,32115,3/26/2014,Fraud in Finance sector,Person 3743,Manager,Finance,Organization 865
866,2707,Fraud,,11/6/2016,Fraud in Government sector,Person 866,Official,Construction,Organization 375
4999,1658,Bribery,,6/21/2013,Nepotism in Finance sector,Person 4999,Clerk,Finance,Organization 926
3704,751,Nepotism,84591,8/5/2017,Embezzlement in Construction sector,Person 3704,CEO,Finance,Organization 913
1553,3794,Nepotism,25171,10/2/2011,Nepotism in Construction sector,Person 1553,Official,Construction,Organization 146
2850,1611,Embezzlement,,7/4/2018,Nepotism in Government sector,Person 2850,Manager,Healthcare,Organization 973
4918,3994,Nepotism,,2/21/2020,Fraud in Healthcare sector,Person 4918,Official,Healthcare,Organization 991
2225,910,Nepotism,,3/19/2011,Bribery in Construction sector,Person 2225,Official,Construction,Organization 570
561,991,Bribery,,8/10/2010,Nepotism in Finance sector,Person 561,CEO,Government,Organization 400
636,2635,Bribery,,3/17/2011,Nepotism in Construction sector,Person 636,Clerk,Healthcare,Organization 727
4333,200,Bribery,,8/23/2013,Nepotism in Healthcare sector,Person 4333,Clerk,Construction,Organization 233
4243,1311,Fraud,25860,9/10/2015,Bribery in Government sector,Person 4243,Clerk,Government,Organization 341
2635,694,Embezzlement,34284,1/14/2018,Fraud in Construction sector,Person 2635,CEO,Construction,Organization 481
1831,683,Embezzlement,,4/12/2015,Nepotism in Government sector,Person 1831,Clerk,Construction,Organization 464
3891,3351,Nepotism,78864,6/26/2011,Bribery in Healthcare sector,Person 3891,Clerk,Healthcare,Organization 675
3658,3437,Fraud,,4/17/2016,Embezzlement in Government sector,Person 3658,Manager,Healthcare,Organization 828
3954,3030,Bribery,,6/8/2016,Embezzlement in Finance sector,Person 3954,Clerk,Government,Organization 198
119,408,Bribery,28258,5/25/2014,Embezzlement in Government sector,Person 119,CEO,Government,Organization 111
305,1482,Bribery,73976,8/26/2015,Embezzlement in Finance sector,Person 305,Manager,Healthcare,Organization 926
671,2780,Embezzlement,15540,1/15/2010,Embezzlement in Finance sector,Person 671,Official,Construction,Organization 115
4573,2067,Embezzlement,2286,8/23/2014,Embezzlement in Healthcare sector,Person 4573,CEO,Government,Organization 60
4544,1254,Fraud,,9/9/2016,Fraud in Finance sector,Person 4544,CEO,Construction,Organization 428
4370,1626,Embezzlement,,4/18/2010,Fraud in Government sector,Person 4370,CEO,Construction,Organization 946
3269,1550,Fraud,,9/8/2015,Embezzlement in Construction sector,Person 3269,CEO,Government,Organization 984
3649,4430,Bribery,38478,8/28/2019,Embezzlement in Healthcare sector,Person 3649,Clerk,Government,Organization 78
4741,460,Embezzlement,72398,6/3/2015,Fraud in Government sector,Person 4741,Clerk,Healthcare,Organization 734
3285,4503,Bribery,29226,12/10/2018,Bribery in Finance sector,Person 3285,CEO,Construction,Organization 769
4705,3816,Nepotism,41572,4/11/2015,Fraud in Finance sector,Person 4705,Clerk,Healthcare,Organization 6
2290,2588,Fraud,78375,5/10/2012,Bribery in Healthcare sector,Person 2290,Official,Finance,Organization 371
2181,4492,Nepotism,,10/19/2016,Bribery in Construction sector,Person 2181,Manager,Finance,Organization 179
264,1485,Embezzlement,,12/3/2013,Fraud in Construction sector,Person 264,Clerk,Government,Organization 451
4397,4860,Fraud,76742,1/8/2018,Bribery in Government sector,Person 4397,Clerk,Finance,Organization 245
4848,3883,Fraud,,7/7/2010,Nepotism in Government sector,Person 4848,Clerk,Finance,Organization 921
208,2747,Fraud,,5/26/2012,Fraud in Healthcare sector,Person 208,Manager,Finance,Organization 977
3496,341,Embezzlement,,1/15/2012,Bribery in Healthcare sector,Person 3496,Official,Finance,Organization 75
965,4600,Bribery,,11/22/2017,Bribery in Construction sector,Person 965,Official,Healthcare,Organization 32
397,3393,Nepotism,34282,5/10/2010,Fraud in Healthcare sector,Person 397,Clerk,Healthcare,Organization 95
4479,1838,Nepotism,27884,9/2/2017,Bribery in Construction sector,Person 4479,Official,Government,Organization 357
1370,2329,Nepotism,38870,11/18/2010,Nepotism in Healthcare sector,Person 1370,Manager,Healthcare,Organization 517
2831,2247,Embezzlement,,2/1/2018,Nepotism in Construction sector,Person 2831,Clerk,Government,Organization 186
